ItemName,Price,Href
"Lenovo IdeaPad S145 10th Gen Intel Core i5 15.6-inch (39.62 cms) Full HD Thin and Light Laptop (8GB/1TB HDD/Windows 10/MS Office 2019/Platinum Grey/1.85Kg), 81W800TEIN","44,490",https://www.amazon.in/Lenovo-IdeaPad-15-6-inch-Platinum-81W800TEIN/dp/B08W8J4TQB/ref=sr_1_52?dchild=1&keywords=Laptop&qid=1621154700&sr=8-52
"Acer Aspire 3 A315-55G 15.6"" (39.62cms) Laptop (Intel Core i5-10210Ur/8GB/1TB HDD/Window 10, Home, 64Bit/NVIDIA GeForce MX230 Graphics), Black","49,990",https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg4_1?ie=UTF8&adId=A06254841SMT8WK1NVZ3B&url=%2FAcer-A315-55G-15-6-inch-i5-10210Ur-Graphics%2Fdp%2FB088CF91GM%2Fref%3Dsr_1_54_sspa%3Fdchild%3D1%26keywords%3DLaptop%26qid%3D1621154700%26sr%3D8-54-spons%26psc%3D1%26smid%3DA2W4R6KXCY4TRS&qualifier=1621154700&id=6259140283692332&widgetName=sp_mtf
Acer Aspire 5 Thin and Light Laptop Intel Core I3 11th Gen (4GB/1 TB/ Windows 10 Home/MS Office H&S 2019) A515-56 with 39.6 cm (15.6 Inch) with FHD Display / 1.65 Kgs,"39,989",https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg4_1?ie=UTF8&adId=A06260402ZR4NWV6W8IU4&url=%2FAcer-Aspire-Windows-A515-56-Display%2Fdp%2FB0927QGS99%2Fref%3Dsr_1_55_sspa%3Fdchild%3D1%26keywords%3DLaptop%26qid%3D1621154700%26sr%3D8-55-spons%26psc%3D1%26smid%3DA2W4R6KXCY4TRS&qualifier=1621154700&id=6259140283692332&widgetName=sp_mtf
"ASUS ROG Strix G15 (2020), 15.6"" FHD 144Hz, Intel Core i5-10300H 10th Gen, GTX 1650 Ti 4GB Graphics, Gaming Laptop (8GB RAM/1TB SSD/Office 2019/Windows 10/Electro Punk/2.3 Kg), G512LI-HN118TS","77,990",https://www.amazon.in/ASUS-i5-10300H-Graphics-Windows-G512LI-HN118TS/dp/B0933K2MBQ/ref=sr_1_56?dchild=1&keywords=Laptop&qid=1621154700&sr=8-56
"Life Digital Laptop 15.6-inch (39.62 cms) (Intel Core i5/4GB RAM/1TB HDD/Type C Data/Win10), ZED AIR CX5","29,990",https://www.amazon.in/LifeDigital-Laptop-Intel%C2%AE-Storage-Windows/dp/B08HRHH2NH/ref=sr_1_57?dchild=1&keywords=Laptop&qid=1621154700&sr=8-57
"Lenovo IdeaPad S145 81W800C3IN 15.6"" (39.62cms) FHD  Thin and Light Laptop (10th Gen CORE I3-1005G1/4GB/256GB SSD/Windows 10/Microsoft Office/Integrated Graphics), Grey","33,490",https://www.amazon.in/Lenovo-81W800C3IN-15-6-inch-I3-1005G1-Integrated/dp/B083PFCFRB/ref=sr_1_58?dchild=1&keywords=Laptop&qid=1621154700&sr=8-58
"Acer Aspire 5 Intel Core i3 11th Generation 15.6"" (39.62 cms) - (4 GB/256 GB SSD/MS Office 2019/Windows 10 Home/Intel UHD Graphics /1.65Kg/Silver) A515-56","36,990",https://www.amazon.in/Acer-Aspire-Intel-Generation-39-62/dp/B091YK7PRH/ref=sr_1_59?dchild=1&keywords=Laptop&qid=1621154700&sr=8-59
"HP Notebook PC 245 G7 14"" (35.56cms) Laptop ATHLON-3050U/4GB/1TB/Windows 10 Home/ 1 Year Warranty (21Z04PA)","25,890",https://www.amazon.in/HP-Notebook-245-G7-ATHLON-3050U/dp/B08TBVBKN5/ref=sr_1_62?dchild=1&keywords=Laptop&qid=1621154700&sr=8-62
"HP 15 11th Gen Intel Core i3 Processor 15.6"" (39.62cms) FHD Laptop (8GB/512GB SSD/Win 10/MS Offce/Integrated Graphics/Natural Silver/1.69 Kg), 15s-fr2006TU","45,969",https://www.amazon.in/HP-Processor-39-62cms-Integrated-15s-fr2006TU/dp/B08XNYH4LX/ref=sr_1_63?dchild=1&keywords=Laptop&qid=1621154700&sr=8-63
"Dell G5 5505 15.6"" FHD 120Hz 250 NITS Display Gaming Laptop (i5-10300H / 8GB / 512GB SSD / NVIDIA GEFORCE GTX 1650 Ti 4GB GDDR6 Graphics / Win 10 + MSO / Black / FPR + Blue KB) D560263WIN9B","83,990",https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg4_1?ie=UTF8&adId=A06255402X8FSJ1H0AQBM&url=%2FDell-Display-i5-10300H-Graphics-D560263WIN9B%2Fdp%2FB0919YS7HD%2Fref%3Dsr_1_64_sspa%3Fdchild%3D1%26keywords%3DLaptop%26qid%3D1621154700%26sr%3D8-64-spons%26psc%3D1&qualifier=1621154700&id=6259140283692332&widgetName=sp_btf
"Lenovo Legion 5 AMD Ryzen 7 4800H 15.6-inch FHD Gaming Laptop (16GB/1TB HDD + 256GB SSD/Win 10/Office/144 Hz/NVIDIA RTX 2060 6GB GDDR6 Graphics/M300 RGB Gaming Mouse/Phantom Black/2.46 Kg), 82B100AVIN","1,19,990",https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg4_1?ie=UTF8&adId=A06263762VYH2RZZRPPGG&url=%2FLenovo-15-6-inch-Graphics-Phantom-82B100AVIN%2Fdp%2FB08ZNKLYWZ%2Fref%3Dsr_1_65_sspa%3Fdchild%3D1%26keywords%3DLaptop%26qid%3D1621154700%26sr%3D8-65-spons%26psc%3D1&qualifier=1621154700&id=6259140283692332&widgetName=sp_btf
"Acer Aspire 5 A514-52G 14-inch Laptop (10th Gen Intel Core i5-10210U processor/8GB/512GB SSD/Window 10 Home 64Bit/2 GB of Nvidia MX350 Graphics), Silver","54,539",https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg5_1?ie=UTF8&adId=A0625360230AAFP1VS7G1&url=%2FAcer-A514-52G-i5-10210U-processor-Graphics%2Fdp%2FB08F3RL8TZ%2Fref%3Dsr_1_65_sspa%3Fdchild%3D1%26keywords%3DLaptop%26qid%3D1621154715%26sr%3D8-65-spons%26psc%3D1%26smid%3DA2W4R6KXCY4TRS&qualifier=1621154715&id=483788814800395&widgetName=sp_atf_next
"Acer Nitro 5 Intel Core i5 - 10th Gen 15.6"" (39.62cms) FHD IPS Display Thin and Light Gaming Laptop (8GB Ram/1TB HDD + 256GB SSD/Windows 10 Home/GTX 1650 Graphics/Obsidian Black/2.3 kgs), AN515-55","73,539",https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg5_1?ie=UTF8&adId=A062622029JCV8VH4A31P&url=%2FAcer-Nitro-Intel-Core-15-6-inch%2Fdp%2FB088FLYQJ9%2Fref%3Dsr_1_66_sspa%3Fdchild%3D1%26keywords%3DLaptop%26qid%3D1621154715%26sr%3D8-66-spons%26psc%3D1%26smid%3DA2W4R6KXCY4TRS&qualifier=1621154715&id=483788814800395&widgetName=sp_atf_next
"AVITA Magus Lite NS12T5IN006P 12.2-inch Laptop (Apollo Lake Celeron N3350/4GB/64GB SSD/Windows 10 Home/Intel HD 500 Graphics), Charcoal Grey","16,450",https://www.amazon.in/AVITA-NS12T5IN006P-12-2-inch-Graphics-Charcoal/dp/B088261QHP/ref=sr_1_67?dchild=1&keywords=Laptop&qid=1621154715&sr=8-67
"Lenovo E41-45 (82BFS00300) Laptop (AMD A9-9425 / 4GB RAM/ 1TB HDD/ Win 10 Home SL/ 14 Inch Screen / Black), 1 Year Warranty","23,990",https://www.amazon.in/Lenovo-E41-45-82BFS00300-A9-9425-Warranty/dp/B091NX3DRV/ref=sr_1_68?dchild=1&keywords=Laptop&qid=1621154715&sr=8-68
"HP 15 Intel Pentium Gold 6405U Processor Entry Level 15.6"" (39.62cms) FHD Laptop (4GB/1TB/Win 10/Jet Black/1.74kg), 15s-du1052tuMicrosoft 365 Personal-One Year Subscription Included","29,589",https://www.amazon.in/HP-Processor-15s-du1052tuMicrosoft-Personal-One-Subscription/dp/B08WQFTM4W/ref=sr_1_69?dchild=1&keywords=Laptop&qid=1621154715&sr=8-69
"Acer Nitro 5 Intel Core i7-11th Generation 144 Hz Refresh Rate 15.6-inch (39.62 cms) Gaming Laptop (8GB Ram/1TB SSD/Win10/GTX 1650 Graphics/Obsidian Black/2.2 Kgs), AN515-56 + Xbox Game Pass for PC","84,990",https://www.amazon.in/Acer-Generation-15-6-inch-Graphics-AN515-56/dp/B0923Z27TX/ref=sr_1_66?dchild=1&keywords=Laptop&qid=1621154715&sr=8-66
"HP 14 Ryzen 3 4300U Processor 14-inch(35.6 cm) FHD Laptop (8GB/512GB/Windows 10/MS Office/Natural Silver/1.46Kg), 14s-fr0016AU","39,490",https://www.amazon.in/HP-Processor-14-inch-Windows-14s-fr0016AU/dp/B092JJ5LLR/ref=sr_1_69?dchild=1&keywords=Laptop&qid=1621154715&sr=8-69
Lenovo 82C7A006IH V15 ADA Laptop (AMD Athlon Silver 3050U/4GB Ram/ 1TB HDD/ 15.6 inch HD AG/ Windows-10/Integrated AMD Radeon Graphics/ Iron Grey),"27,890",https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg5_1?ie=UTF8&adId=A062653222BYYQ8V0F9D6&url=%2FLenovo-82C7A006IH-Windows-10-Integrated-Graphics%2Fdp%2FB08DHZS1XQ%2Fref%3Dsr_1_70_sspa%3Fdchild%3D1%26keywords%3DLaptop%26qid%3D1621154715%26sr%3D8-70-spons%26psc%3D1%26smid%3DA2W4R6KXCY4TRS&qualifier=1621154715&id=483788814800395&widgetName=sp_mtf
"Lenovo IdeaPad Slim 3 10th Gen Intel Core i5 15.6 inch (39.62 cms) Full HD Thin and Light Laptop (8GB/1TB HDD/Windows 10/Platinum Grey/1.85Kg), 81WE0144IN","43,490",https://www.amazon.in/Lenovo-IdeaPad-Windows-Platinum-81WE0144IN/dp/B08JCV81WK/ref=sr_1_73?dchild=1&keywords=Laptop&qid=1621154715&sr=8-73
Dell VOSTRO 3405 14inch (35.56 cms) HD Anti Glare Laptop (Ryzen-3 3250U / 4 GB / 1TB / Vega Graphics / 1 Yr NBD / Win 10 + MSO / Black/ 1.83Kg) D552134WIN9BE,"30,990",https://www.amazon.in/VOSTRO-14inch-Ryzen-3-Graphics-D552134WIN9BE/dp/B08HQY7WH4/ref=sr_1_76?dchild=1&keywords=Laptop&qid=1621154715&sr=8-76
"HP Chromebook x360 Intel Celeron N4020 Processor 12-inch (30.48 cms) Touchscreen Laptop (Celeron N4020/4GB/64GB SSD/Chrome OS/Integrated Graphics/Natural Silver), 12b-ca0010TU","29,199",https://www.amazon.in/HP-Chromebook-12b-ca0010TU-Touchscreen-Integrated/dp/B08C5WSTR6/ref=sr_1_77?dchild=1&keywords=Laptop&qid=1621154715&sr=8-77
Dell G3 3500 Gaming Laptop 15.6'' FHD 120Hz Display / i7-10750H / 16GB / 1TB +256GB SSD / Nvidia GTX 1650 4GB Graphics / 1Yr Premium Warranty/ Win 10 + MS Office H&S) D560351WIN9BE,"95,993",https://www.amazon.in/Dell-i7-10750H-Graphics-Warranty-D560351WIN9BE/dp/B08MQ1JHTQ/ref=sr_1_78?dchild=1&keywords=Laptop&qid=1621154715&sr=8-78
"(Renewed) Lenovo IdeaPad B40-70 14-inch Laptop (Core i3/16GB RAM/512GB SSD/Windows 10 Pro/MS Office 2019/More than 4 GB Intel Integrated Graphics, Fingerprint Scanner), Black","36,999",https://www.amazon.in/Renewed-Lenovo-Integrated-Graphics-Fingerprint/dp/B091N5G6W9/ref=sr_1_79?dchild=1&keywords=Laptop&qid=1621154715&sr=8-79
"Acer Swift 3 10 Gen Core i5 14-inch Ultra Thin and Light (8GB/512GB SSD/Windows 10/2GB Graphics/Steel Grey/1.19 kg), SF314-57G","67,429",https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg5_1?ie=UTF8&adId=A06256401MVSGT0L6DZ7I&url=%2FAcer-SF314-57G-i5-1035G1-processor-Thunderbolt%2Fdp%2FB07Z88C1ZR%2Fref%3Dsr_1_80_sspa%3Fdchild%3D1%26keywords%3DLaptop%26qid%3D1621154715%26sr%3D8-80-spons%26psc%3D1%26smid%3DA2W4R6KXCY4TRS&qualifier=1621154715&id=483788814800395&widgetName=sp_btf
"Acer Nitro 5 Intel Core i5-10300H 15.6-inch Full HD IPS 1920 x 1080 144Hz Display Gaming Notebook (8GB Ram/1TB HDD + 256GB SSD/Windows 10 Home/GTX 1650Ti Graphics/Obsidian Black/2.3 kgs), AN515-55","71,990",https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg6_1?ie=UTF8&adId=A06256962OF44TQUOGSS6&url=%2FAcer-i5-10300H-15-6-inch-Notebook-AN515-55%2Fdp%2FB088FLNT3G%2Fref%3Dsr_1_81_sspa%3Fdchild%3D1%26keywords%3DLaptop%26qid%3D1621154729%26sr%3D8-81-spons%26psc%3D1&qualifier=1621154729&id=8509872498567908&widgetName=sp_atf_next
"HP 15 11th Gen Intel Core i3 Thin & Light 15.6-inch (39.62 cms) FHD Laptop (4GB DDR4/1TB HDD/M.2 Slot/Windows 10 Home/MS Office/Jet Black/1.76 Kg), 15s-du3053TU","39,487",https://www.amazon.in/HP-15-6-inch-Laptop-Windows-15s-du3053TU/dp/B08W2X72V2/ref=sr_1_82?dchild=1&keywords=Laptop&qid=1621154729&sr=8-82
"(Renewed) Dell Latitude E5440 14-Inch Laptop (Core i5 4th Gen/4GB RAM (Upgradable to 16)/500GB HDD/Windows 10 Pro/MS Office 2019/More than 4 GB Intel Integrated Graphics), Black","31,999",https://www.amazon.in/Dell-Latitude-Upgradable-Integrated-Graphics/dp/B09414ZZL5/ref=sr_1_83?dchild=1&keywords=Laptop&qid=1621154729&sr=8-83
"HP 15 Ryzen 5 Processor 15.6-inch(39.6 cm) FHD Laptop (8GB/512GB SSD/Windows 10/Vega 8 Graphics/MS Office/Natural Silver/1.69Kg), 15s-eq0500AU","48,995",https://www.amazon.in/HP-Processor-15-6-inch-Graphics-15s-eq0500AU/dp/B0928T2WQG/ref=sr_1_84?dchild=1&keywords=Laptop&qid=1621154729&sr=8-84
"Dell Inspiron 3505 15"" (38.1 cms) FHD AG Laptop (Ryzen-3 3250U / 4 GB / 1TB+256 SSD / Vega Graphics / Win 10 + MSO / Soft Mint Color) D560338WIN9S","36,190",https://www.amazon.in/Dell-Inspiron-Display-Graphics-D560338WIN9S/dp/B08HPY2N4W/ref=sr_1_85?dchild=1&keywords=Laptop&qid=1621154729&sr=8-85
"Lenovo Ideapad S145 Intel Core i5 10th Gen 15.6 inch (39.62 cms) FHD Thin and Light Laptop (8GB/1TB/Windows 10/Grey/1.85Kg), 81W800FLIN","42,990",https://www.amazon.in/Lenovo-Ideapad-Laptop-Windows-81W800FLIN/dp/B087D4C4H5/ref=sr_1_82?dchild=1&keywords=Laptop&qid=1621154729&sr=8-82
"(Renewed) Lenovo IdeaPad B40-70 14-inch Laptop (Core i3/8GB RAM(Upgradable to 16)/512GB SSD/Windows 10 Pro/MS Office 2019/More than 4 GB Intel Integrated Graphics, Fingerprint Scanner), Black","32,999",https://www.amazon.in/Lenovo-Upgradable-Integrated-Graphics-Fingerprint/dp/B091N6JX1C/ref=sr_1_83?dchild=1&keywords=Laptop&qid=1621154729&sr=8-83
"(Renewed) Lenovo IdeaPad B40-70 14-inch Laptop (Core i3/16GB RAM/256GB SSD/Windows 10 Pro/MS Office 2019/More than 4 GB Intel Integrated Graphics, Fingerprint Scanner), Black","34,999",https://www.amazon.in/Renewed-Lenovo-Integrated-Graphics-Fingerprint/dp/B091N6735M/ref=sr_1_84?dchild=1&keywords=Laptop&qid=1621154729&sr=8-84
"(Renewed) Lenovo IdeaPad B40-70 14-inch Laptop (Core i3/16GB RAM /1TB HDD/Windows 10 Pro/MS Office 2019/More than 4 GB Intel Integrated Graphics, Fingerprint Scanner), Black","34,999",https://www.amazon.in/Renewed-Lenovo-Integrated-Graphics-Fingerprint/dp/B091N55CTR/ref=sr_1_85?dchild=1&keywords=Laptop&qid=1621154729&sr=8-85
"Dell Inspiron 5406 14"" (35.56 cms) FHD Display 2in1 Laptop (11th Gen i3-1115G4 / 4GB / 256GB SSD / Integrated Graphics/ Win 10 + MS Office / Backlit with FPR / Platinum Silver) D560446WIN9S","47,490",https://www.amazon.in/Dell-Inspiron-i3-1115G4-Integrated-D560446WIN9S/dp/B08X4NKYH5/ref=sr_1_86?dchild=1&keywords=Laptop&qid=1621154729&sr=8-86
"Lenovo IdeaPad Slim 5 11th Gen Intel Core i5 14"" FHD IPS Thin & Light Laptop (8GB/512GB SSD/Win 10/Office/Intel Iris Xe Graphics/Fingerprint Reader/Graphite Grey/Aluminium Surface/1.39Kg), 82FE00K0IN","57,990",https://www.amazon.in/Lenovo-Graphics-Fingerprint-Aluminium-82FE00K0IN/dp/B08WR9PF4K/ref=sr_1_87?dchild=1&keywords=Laptop&qid=1621154729&sr=8-87
ASUS Laptop 15 M515DA-BQ501T AMD Ryzen™ 5 3500U/1TB HDD/8GB/15.6″FHD/Windows 10/Slate Grey/1Y,"39,954",https://www.amazon.in/ASUS-M515DA-BQ501T-RyzenTM-15-6%E2%80%B3FHD-Windows/dp/B08CKRS42M/ref=sr_1_89?dchild=1&keywords=Laptop&qid=1621154729&sr=8-89
"ASUS VivoBook 14 (2020), Intel Core i3-1005G1 10th Gen, 14-Inch (35.56 cms) FHD Thin and Light Laptop (4GB RAM/1TB HDD/Windows 10/Integrated/Slate Grey/1.6 kg), X415JA-EK104T","32,970",https://www.amazon.in/ASUS-VivoBook-i3-1005G1-Integrated-X415JA-EK104T/dp/B08S4NF565/ref=sr_1_90?dchild=1&keywords=Laptop&qid=1621154729&sr=8-90
"HP 14(2021) 5th Gen Ryzen 3 5300U 14-inch(35.6 cm) FHD Laptop with Alexa Built-in(8GB/512GB SSD/Windows 10/MS Office/Natural Silver/1.46Kg), 14s-fq1029AU","41,990",https://www.amazon.in/HP-14-inch-Windows-Natural-14s-fq1029AU/dp/B0928SZKL1/ref=sr_1_91?dchild=1&keywords=Laptop&qid=1621154729&sr=8-91
"Dell Inspiron 3501 15.6"" (39.62 cms) FHD Display Laptop (i5-1135G7 / 4GB / 1TB HDD + 256GB SSD / Integrated Graphics / Win 10 + MSO / Soft Mint Color) D560437WIN9SE","52,990",https://www.amazon.in/Dell-Inspiron-i5-1135G7-Integrated-D560437WIN9SE/dp/B08X4PZZMM/ref=sr_1_92?dchild=1&keywords=Laptop&qid=1621154729&sr=8-92
"Dell Inspiron 3501 15.6"" (39.62 cms) FHD Display Laptop (i5-1135G7 / 4GB / 1TB HDD + 256GB SSD / Integrated Graphics / Win 10 + MSO / Soft Mint Color) D560437WIN9SE","52,990",https://www.amazon.in/Dell-Inspiron-i5-1135G7-Integrated-D560437WIN9SE/dp/B08X4PZZMM/ref=sr_1_97?dchild=1&keywords=Laptop&qid=1621154742&sr=8-97
"Acer Aspire 3 Ryzen 3 3200U 15.6"" (39.62cms) - (4 GB/1TB HDD/Windows 10 Home/AMD Radeon Vega 3 Mobile Graphics /1.9Kg/Black) A315-42","29,650",https://www.amazon.in/Acer-Aspire-Ryzen-3200U-39-62cms/dp/B08WLR5NNR/ref=sr_1_99?dchild=1&keywords=Laptop&qid=1621154742&sr=8-99
"(Renewed) HP Chromebook Intel Celeron 14-Inch (35.56 cms) Touchscreen 1366 x 768 (HD Ready) Thin and Light Laptop (4 GB/64 GB SSD + 256 GB Expandable/Chrome OS/Intel UHD Graphics 600/Mineral Silver/1.46 kg), 14a-na0003TU","19,992",https://www.amazon.in/HP-Chromebook-14a-na0003TU-Touchscreen-Expandable/dp/B08G4YMNXS/ref=sr_1_100?dchild=1&keywords=Laptop&qid=1621154742&sr=8-100
"Dell Inspiron 5406 14"" FHD Touch 2in1 Laptop (11th Geni3-1115G4 / 8GB / 512GB SSD / Integrated Graphics/ Win 10 + MSO / Backlit KB with FPR & Stylus Pen / Platinum Silver) D560384WIN9S","55,690",https://www.amazon.in/Dell-Inspiron-5406-Geni3-1115G4-D560384WIN9S/dp/B091H14P32/ref=sr_1_101?dchild=1&keywords=Laptop&qid=1621154742&sr=8-101
"Lenovo IdeaPad L340 9th Gen Intel Core i5 15.6"" (39.62cms) Full HD IPS Gaming Laptop (8GB/1TB HDD/Windows 10/NVIDIA GTX 1050 3GB GDDR5 Graphics/Granite Black/2.2Kg), 81LK01QNIN","50,480",https://www.amazon.in/Lenovo-IdeaPad-39-62cms-Graphics-81LK01QNIN/dp/B08WRL9GQW/ref=sr_1_99?dchild=1&keywords=Laptop&qid=1621154742&sr=8-99
Lenovo 82C7A006IH V15 ADA Laptop (AMD Athlon Silver 3050U/4GB Ram/ 1TB HDD/ 15.6 inch HD AG/ Windows-10/Integrated AMD Radeon Graphics/ Iron Grey),"27,890",https://www.amazon.in/Lenovo-82C7A006IH-Windows-10-Integrated-Graphics/dp/B08DHZS1XQ/ref=sr_1_100?dchild=1&keywords=Laptop&qid=1621154742&sr=8-100
"(Renewed) Lenovo Ideapad S145 Intel 10th Gen Core i3 15.6-Inch (39.62 cms) 1920 x 1080 (Full HD) Thin and Light Laptop (8 GB/256 SSD/Windows 10/MS Office /Integrated Graphics/Grey/1.85 Kg), 81W800B1IN","33,000",https://www.amazon.in/Lenovo-15-6-Inch-Integrated-Graphics-81W800B1IN/dp/B08YXPF1BV/ref=sr_1_102?dchild=1&keywords=Laptop&qid=1621154742&sr=8-102
ASUS VivoBook AMD Ryzen 3-3250U(4GB RAM/256GB SSD/Win10+Ms Off H&S 2019+McAfee/Integrated Vega 3 Graphics/15.6-inch FHD IPS /FP Reader/1.9 kg/Transparent Silver/1 Yr. Warranty) M515DA-EJ312TS,"32,970",https://www.amazon.in/ASUS-Integrated-15-6-inch-Transparent-M515DA-EJ312TS/dp/B08Q3MVVS7/ref=sr_1_103?dchild=1&keywords=Laptop&qid=1621154742&sr=8-103
"(Renewed) Lenovo Ideapad S145 Intel 10th Gen Core i3 15.6-Inch (39.62 cms) 1920 x 1080 (Full HD) Thin and Light Laptop (4 GB/1TB HDD/Windows 10/Integrated Graphics/Platinum Grey/1.85 Kg), 81W800SAIN","30,000",https://www.amazon.in/Lenovo-15-6-Inch-Integrated-Graphics-81W800SAIN/dp/B08Z9NJ9G8/ref=sr_1_104?dchild=1&keywords=Laptop&qid=1621154742&sr=8-104
"Dell G5 Gaming 5505 15.6"" (39.62 cms) FHD 120 Hz Display Laptop (R5 4600H/8GB/512 SSD/RX 5600M 6GB/Win 10/Silver)","78,490",https://www.amazon.in/Dell-Gaming-Display-Laptop-Silver/dp/B08X4NF6M4/ref=sr_1_105?dchild=1&keywords=Laptop&qid=1621154742&sr=8-105
"Lenovo V15 AMD RYZEN 3 3250U 15.6-inch HD Laptop (4GB/1TB/Windows 10/Grey/1.85Kg),82C7001YIH","28,490",https://www.amazon.in/Lenovo-V15-15-6-inch-Windows-82C7001YIH/dp/B0897MV47X/ref=sr_1_106?dchild=1&keywords=Laptop&qid=1621154742&sr=8-106
"(Renewed) Lenovo IdeaPad B40-70 14-inch Laptop (Core i3/8GB RAM (Upgradable to 16)/1TB HDD/Windows 10 Pro/MS Office 2019/More than 4 GB Intel Integrated Graphics, Fingerprint Scanner), Black","32,999",https://www.amazon.in/Lenovo-Upgradable-Integrated-Graphics-Fingerprint/dp/B091N49X2H/ref=sr_1_107?dchild=1&keywords=Laptop&qid=1621154742&sr=8-107
"(Renewed) Dell Latitude Laptop E3380 Intel Core i3 - 6006u Processor 6th Gen, 8 GB Ram & 1TB SSD, 13.3 Inches Screen (Ultra Slim & Light 1.63KG) Notebook Computer","36,390",https://www.amazon.in/Renewed-Dell-Latitude-Laptop-E3380/dp/B093WB9JKJ/ref=sr_1_113?dchild=1&keywords=Laptop&qid=1621154756&sr=8-113
"HP 15 Thin & Light 15.6"" (39.62cms) FHD Laptop (11th Gen Intel Core i5-1135G7, 8GB DDR4, 256GB SSD + 1TB HDD, Win 10 Home, MS Office, 2GB MX350 Graphics, FPR, Natural Silver, 1.76 Kg), 15s-du3047TX","62,950",https://www.amazon.in/HP-39-62cms-i5-1135G7-Graphics-15s-du3047TX/dp/B08PPZG85B/ref=sr_1_114?dchild=1&keywords=Laptop&qid=1621154756&sr=8-114
Dell Inspiron 3505 15.6-inch FHD Laptop (AMD Ryzen 3 3250U/8GB/1TB HDD/Windows 10/MS Office 2019/AMD Radeon Vega Graphics) Black,"40,399",https://www.amazon.in/Dell-Inspiron-15-6-inch-Laptop-Graphics/dp/B08R9VSSM5/ref=sr_1_115?dchild=1&keywords=Laptop&qid=1621154756&sr=8-115
"Lenovo V14 Intel Core i5 10th Gen 14"" (35.56cms) Full HD Thin and Light Laptop (8GB RAM/ 256GB SSD/ Windows 10 Home/ Grey/ 1.6 kg), 82C4015VIH","43,490",https://www.amazon.in/Lenovo-14-inch-Laptop-Windows-82C4015VIH/dp/B08BXY8R8Z/ref=sr_1_117?dchild=1&keywords=Laptop&qid=1621154756&sr=8-117
"HP 14 10th Gen Core i3 14"" (35.56cms) Laptop with 4G (LTE), 8GB RAM, 1TB HDD, 14"" (35.56cms) FHD Screen, Windows 10, MS Office(14s-er0004TU)","43,990",https://www.amazon.in/HP-14-inch-i3-1005G1-Natural-14s-er0004TU/dp/B08HHB9Q2M/ref=sr_1_113?dchild=1&keywords=Laptop&qid=1621154756&sr=8-113
"Lenovo Ideapad L340 Intel Core i5 9th Gen 15.6” FHD Gaming (8GB/1TB HDD/Windows 10/NVIDIA GeForce GTX 10503GB GDDR5/Granite Black/2.19kg),81LK01QTIN","49,490",https://www.amazon.in/Lenovo-Ideapad-Windows-GeForce-81LK01QTIN/dp/B092MTLNBB/ref=sr_1_114?dchild=1&keywords=Laptop&qid=1621154756&sr=8-114
"ASUS VivoBook S S14 Intel Core i5-1135G7 11th Gen, 14-inch FHD Thin and Light Laptop (8GB RAM/512GB SSD + 32GB Optane Memory/Windows 10/Office 2019/Iris X Graphics ;Gaia Green; 1.4 Kg), S433EA-AM503TS","56,990",https://www.amazon.in/ASUS-VivoBook-i5-1135G7-Graphics-S433EA-AM503TS/dp/B08SN9GSP8/ref=sr_1_115?dchild=1&keywords=Laptop&qid=1621154756&sr=8-115
"(Renewed) Fujitsu Intel Core i5 3340M 15.6-Inch (39.62 cms) 1366 X 768 Laptop (8 GB/240 GB/Windows/Intel HD Graphics/Black/2.40 Kg), A573","28,490",https://www.amazon.in/Renewed-Fujitsu-15-6-Inch-Windows-Graphics/dp/B091B818T3/ref=sr_1_116?dchild=1&keywords=Laptop&qid=1621154756&sr=8-116
"HP 245 G7 AMD Ryzen 5 - 3500U 14 inch (35.56 cms) Laptop (8GB RAM/1TB HDD/Windows 10 /Radeon Vega 8 Graphics/NO ODD) 2D5X7PA (1.52kg,Dark ash Silver)","41,990",https://www.amazon.in/HP-245-G7-AMD-Ryzen/dp/B08KQGQYRC/ref=sr_1_117?dchild=1&keywords=Laptop&qid=1621154756&sr=8-117
"Lenovo V145-AMD-A6 15.6 inch HD Laptop (4GB RAM/ 1TB HDD/ Windows 10 Home/ Black/ 2.1 kg), 81MTA000IH","27,977",https://www.amazon.in/Lenovo-V145-AMD-A6-Laptop-Windows-81MTA000IH/dp/B083C9RDCW/ref=sr_1_119?dchild=1&keywords=Laptop&qid=1621154756&sr=8-119
