ItemName,Price,Href
"Del Inspiron 3501 15.6"" FHD Display Laptop (11th Gen i5-1135G7 / 8GB / 1TB HDD + 256GB SSD / NVIDIA MX330 2GB GDDR5/ Win 10 + MSO /Soft Mint) D560438WIN9SE","63,000",https://www.amazon.in/Inspiron-Display-Laptop-i5-1135G7-D560438WIN9SE/dp/B08X4NT9SD/ref=sr_1_17?dchild=1&keywords=Laptop&qid=1621154671&sr=8-17
"Dell Inspiron 3505 15.6"" FHD Display Laptop (R3-3250U / 8GB / 1TB HDD / Integrated Graphics / Win 10 + MSO / Soft Mint) D560429WIN9S","35,690",https://www.amazon.in/Dell-Inspiron-3505-Integrated-D560429WIN9S/dp/B093H9FG45/ref=sr_1_18?dchild=1&keywords=Laptop&qid=1621154671&sr=8-18
"(Renewed) Dell Latitude E3380 13.5-Inch Laptop (Core i5 7th Gen/8GB RAM(Upgradable to 16)/256GB SSD/Windows 10 Pro/MS Office 2019/More than 4 GB Intel Integrated Graphics,Backlit Keyboard), Black","42,999",https://www.amazon.in/Dell-Latitude-13-5-Inch-Upgradable-Integrated/dp/B09415HRKT/ref=sr_1_19?dchild=1&keywords=Laptop&qid=1621154671&sr=8-19
Lenovo IdeaPad D330 Intel Celeron N4000 10.1-inch HD IPS 2-in-1 Touchscreen Detachable Laptop (4GB/128GB eMMC/Win10/Lenovo Active Pen Stylus/Front +Rear Camera/HD Audio/Mineral Grey/1.14Kg) 81H3S01S00,"24,300",https://www.amazon.in/Lenovo-10-1-inch-Touchscreen-Detachable-81H3S01S00/dp/B08P7M9Y59/ref=sr_1_20?dchild=1&keywords=Laptop&qid=1621154671&sr=8-20
"Lenovo Ideapad S145 AMD RYZEN 3 3200U 15.6-inch (39.62 cms) FHD Laptop (4GB/1TB/Windows 10/Office 2019/Grey/1.85Kg),81UT001CIN","29,490",https://www.amazon.in/Lenovo-Ideapad-15-6-inch-Windows-81UT001CIN/dp/B07X45PMXF/ref=sr_1_21?dchild=1&keywords=Laptop&qid=1621154671&sr=8-21
"Lenovo Legion 5 AMD Ryzen 5 4600H 15.6 inch (39.62 cms) Full HD Gaming Laptop (8GB/1TB HDD + 256GB SSD/Windows 10/120 Hz/NVIDIA GTX 1650 4GB GDDR6 Graphics/Phantom Black/2.3Kg), 82B500BHIN","67,990",https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg2_1?ie=UTF8&adId=A10157931N88KC7WG2GAO&url=%2FLenovo-Windows-Graphics-Phantom-82B500BHIN%2Fdp%2FB08GG8WCW7%2Fref%3Dsr_1_22_sspa%3Fdchild%3D1%26keywords%3DLaptop%26qid%3D1621154671%26sr%3D8-22-spons%26psc%3D1&qualifier=1621154671&id=2948839250075733&widgetName=sp_mtf
"Lenovo Legion 5 10th Gen Intel Core i5 15.6 inch (39.62 cms) Full HD IPS Gaming Laptop (8GB/1TB HDD + 256GB SSD/Windows 10/120 Hz/NVIDIA GTX 1650 4GB GDDR6 Graphics/Phantom Black/2.3Kg), 82AU00KEIN","70,990",https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg2_1?ie=UTF8&adId=A0834767XI2VH1IX7RAE&url=%2FLenovo-Windows-Graphics-Phantom-82AU00KEIN%2Fdp%2FB08JLR75BD%2Fref%3Dsr_1_23_sspa%3Fdchild%3D1%26keywords%3DLaptop%26qid%3D1621154671%26sr%3D8-23-spons%26psc%3D1&qualifier=1621154671&id=2948839250075733&widgetName=sp_mtf
"Lenovo IdeaPad Slim 3 10th Gen Intel Core i5 14 inch Full HD Thin and Light Laptop (8GB/512GB SSD/Windows 10/MS Office 2019/Platinum Grey/1.6Kg), 81WD00TLIN","50,990",https://www.amazon.in/Lenovo-IdeaPad-Windows-Platinum-81WD00TLIN/dp/B08JCGNJHQ/ref=sr_1_24?dchild=1&keywords=Laptop&qid=1621154671&sr=8-24
"Lenovo IdeaPad Slim 3 10th Gen Intel Core i3 14 inch (35.56 cms) Full HD Thin and Light Laptop (8GB/256GB SSD/Windows 10/MS Office 2019/Platinum Grey/1.6Kg), 81WD00TJIN","36,490",https://www.amazon.in/Lenovo-IdeaPad-Windows-Platinum-81WD00TJIN/dp/B08JCP9T7D/ref=sr_1_25?dchild=1&keywords=Laptop&qid=1621154671&sr=8-25
"HP 15 10th Gen Intel Core i3 Processor 15.6-inch(39.6 cm) FHD Laptop (8GB/256GB SSD+1TB HDD/Windows 10/MS Office/Jet Black/1.74Kg), 15s-du1064TU","44,990",https://www.amazon.in/HP-15-6-inch-Laptop-i3-10110U-15s-du1064TU/dp/B08HJZLW96/ref=sr_1_26?dchild=1&keywords=Laptop&qid=1621154671&sr=8-26
"HP 15 (2021) Thin & Light Ryzen 3-3250 Laptop, 8 GB RAM, 1TB HDD, 38.1 cms (15"") FHD Screen, Windows 10, MS Office (15s-gr0011AU)","34,990",https://www.amazon.in/HP-3-3250-Laptop-Windows-15s-gr0011AU/dp/B08T6SJ215/ref=sr_1_27?dchild=1&keywords=Laptop&qid=1621154671&sr=8-27
"(Renewed) Lenovo Thinkpad L450 14 inch Laptop (Core i5 5th Gen/8GB/256 GB SSD/Windows 10 Pro/ Webcam/Bluetooth/WiFi/Integrated Graphics), Black","30,990",https://www.amazon.in/Lenovo-Thinkpad-Bluetooth-Integrated-Graphics/dp/B00V0YIUXE/ref=sr_1_28?dchild=1&keywords=Laptop&qid=1621154671&sr=8-28
"(Renewed) HP Elitebook Laptop 640G1 Intel Core i5 - 4300M Processor, 8 GB Ram & 128 GB SSD, Win10, 14.1 inches, Optical Drive Notebook Computer","31,290",https://www.amazon.in/Renewed-HP-Elitebook-Laptop-640G1/dp/B094PX971J/ref=sr_1_29?dchild=1&keywords=Laptop&qid=1621154671&sr=8-29
"(Renewed) HP Elitebook Laptop 640G1 Intel Core i5 - 4300M Processor, 8 GB Ram & 256 GB SSD, Win10, 14.1 inches, Optical Drive Notebook Computer","32,090",https://www.amazon.in/Renewed-HP-Elitebook-Laptop-640G1/dp/B094PRS4KP/ref=sr_1_30?dchild=1&keywords=Laptop&qid=1621154671&sr=8-30
"Avita Essential NE14A2INC433-MW 14-inch Laptop (Celeron N4000/4GB/128GB SSD/Window 10 Home in S Mode/Integrated Graphics), Matt White","19,200",https://www.amazon.in/Essential-NE14A2INC433-MW-14-inch-Integrated-Graphics/dp/B08DDZL52Y/ref=sr_1_31?dchild=1&keywords=Laptop&qid=1621154671&sr=8-31
"Lenovo Yoga Slim 7i 10th Gen Intel Core i5 14"" FHD IPS Thin & Light Laptop (8GB/512GB SSD/Win10/Office 2019/NVIDIA MX350 2GB GDDR5 Graphics/1.55Kg) 82A1009LIN + Lenovo Laptop Urban Backpack B530","74,742",https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg2_1?ie=UTF8&adId=A09554693J7S3XL3LLVB7&url=%2FLenovo-Laptop-Graphics-82A1009LIN-Backpack%2Fdp%2FB08HWKLXH3%2Fref%3Dsr_1_32_sspa%3Fdchild%3D1%26keywords%3DLaptop%26qid%3D1621154671%26sr%3D8-32-spons%26psc%3D1&qualifier=1621154671&id=2948839250075733&widgetName=sp_btf
"Lenovo ThinkPad E14 (2021) AMD Ryzen 5 4650U Pro 14-inch Full HD Thin and Light Laptop (8GB RAM/ 256GB SSD/ Windows 10 Home/ Microsoft Office Home & Student 2019/ Black/ 1.59 kg), 20T6S0UQ00","52,990",https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg2_1?ie=UTF8&adId=A08375803BIMN8254BTJG&url=%2FLenovo-ThinkPad-14-inch-Microsoft-20T6S0UQ00%2Fdp%2FB0922KX1MX%2Fref%3Dsr_1_33_sspa%3Fdchild%3D1%26keywords%3DLaptop%26qid%3D1621154671%26sr%3D8-33-spons%26psc%3D1&qualifier=1621154671&id=2948839250075733&widgetName=sp_btf
"Lenovo Legion 5 10th Gen Intel Core i5 15.6 inch (39.62 cms) Full HD IPS Gaming Laptop (8GB/1TB HDD + 256GB SSD/Windows 10/120 Hz/NVIDIA GTX 1650Ti 4GB GDDR6 Graphics/Phantom Black/2.3Kg), 82AU00KGIN","74,990",https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg3_1?ie=UTF8&adId=A083464328AB7KY520984&url=%2FLenovo-Windows-Graphics-Phantom-82AU00KGIN%2Fdp%2FB08JLQX4GZ%2Fref%3Dsr_1_33_sspa%3Fdchild%3D1%26keywords%3DLaptop%26qid%3D1621154686%26sr%3D8-33-spons%26psc%3D1&qualifier=1621154686&id=2124033149463731&widgetName=sp_atf_next
"Asus Vivobook X515MA-EJ101T PQC-N5030//4G/1T/TRANSPARENT SILVER/WIN10/15.6"" FHD/1Y International Warranty","24,850",https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg3_1?ie=UTF8&adId=A085691518Y5Y4FINRNE4&url=%2FVivobook-X515MA-EJ101T-PQC-N5030-TRANSPARENT-International%2Fdp%2FB08WLYZVSF%2Fref%3Dsr_1_34_sspa%3Fdchild%3D1%26keywords%3DLaptop%26qid%3D1621154686%26sr%3D8-34-spons%26psc%3D1%26smid%3DA1S1RV7QA28FUJ&qualifier=1621154686&id=2124033149463731&widgetName=sp_atf_next
Dell Vostro 3401 14 inch (35.56 cms) FHD Anti Glare 2 Side Narrow Border Display Laptop (10th gen i3-1005G1 / 4GB / 1TB / Integrated Graphics/ Win 10 + MSO/ Black) D552124WIN9BE,"35,290",https://www.amazon.in/Dell-i3-1005G1-Integrated-Graphics-D552124WIN9BE/dp/B08HYZ2HQR/ref=sr_1_35?dchild=1&keywords=Laptop&qid=1621154686&sr=8-35
"(Renewed) Fujitsu Intel Core i5 3340M 15.6-Inch (39.62 cms) 1366 X 768 Laptop (4 GB/320 GB HDD/Windows/Intel HD Graphics/Black/2.40 Kg), A573","19,990",https://www.amazon.in/Renewed-Fujitsu-15-6-Inch-Windows-Graphics/dp/B091B6K2ZM/ref=sr_1_36?dchild=1&keywords=Laptop&qid=1621154686&sr=8-36
"Acer One 14 Pentium Dual Core - (4 GB/1 TB HDD/Windows 10 Home) Z2-485 Thin and Light Laptop (14 inch, Silver, 1.8 kg)","29,790",https://www.amazon.in/Acer-One-Pentium-Dual-Core/dp/B08J491Z28/ref=sr_1_37?dchild=1&keywords=Laptop&qid=1621154686&sr=8-37
Acer Aspire 3 Laptop Intel Core I3 11th Gen - (4 GB/1 TB HDD/ Windows 10 Home) A315-58 with 39.6 cm (15.6 Inches) FHD Display / 1.7 Kgs,"36,490",https://www.amazon.in/Acer-Aspire-Laptop-Intel-Core/dp/B0937CXX8H/ref=sr_1_33?dchild=1&keywords=Laptop&qid=1621154686&sr=8-33
"Dell Inspiron 3505 15.6"" (39.62 cms) FHD Display Laptop (R3-3250U / 8GB / 256GB SSD / Integrated Graphics / Win 10 + MSO / Accent Black) D560428WIN9BE","38,990",https://www.amazon.in/Dell-Inspiron-R3-3250U-Integrated-D560428WIN9BE/dp/B08X4Q425M/ref=sr_1_34?dchild=1&keywords=Laptop&qid=1621154686&sr=8-34
"Lenovo Ideapad Slim 3 AMD Ryzen 3 15.6"" (39.62cms) FHD Thin and Light Laptop (4GB/1TB/Windows 10/MS Office/Grey/1.85Kg), 81W10052IN","29,490",https://www.amazon.in/Lenovo-Ideapad-Laptop-Windows-81W10052IN/dp/B087D454KV/ref=sr_1_35?dchild=1&keywords=Laptop&qid=1621154686&sr=8-35
"Lenovo Ideapad Slim 1 AMD A4-9120E 14 inch HD Thin and Light Laptop (4GB/64GB eMMC/Windows 10/Grey/1.4Kg), 81VS0067IN","19,990",https://www.amazon.in/Lenovo-Ideapad-A4-9120E-Windows-81VS0067IN/dp/B087D3LF79/ref=sr_1_36?dchild=1&keywords=Laptop&qid=1621154686&sr=8-36
"ASUS VivoBook 14 (2020) Intel Core i5-1035G1 10th Gen 14-inch (35.56 cms) FHD T&L Laptop (8GB/1TB HDD + 256GB SSD/2GB GeForce MX130 Graphics/Windows 10/MS Office 2019/Silver/1.6 kg), X415JF-EK522TS","53,990",https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg3_1?ie=UTF8&adId=A02219483JMHP6ZZDAFGX&url=%2FASUS-VivoBook-i5-1035G1-Graphics-X415JF-EK522TS%2Fdp%2FB08JMMP9XJ%2Fref%3Dsr_1_38_sspa%3Fdchild%3D1%26keywords%3DLaptop%26qid%3D1621154686%26sr%3D8-38-spons%26psc%3D1%26smid%3DA1S1RV7QA28FUJ&qualifier=1621154686&id=2124033149463731&widgetName=sp_mtf
"ASUS VIVO Book 15 K513EA-BQ563TS i5-1135G7//16G/1T+256G PCIe SSD/Transparent SILVER/15.6""FHD vIPS/1Y International Warranty/Office H&S/Backlit KB/Finger Print","67,900",https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg3_1?ie=UTF8&adId=A0856203NZRN6N6N2GW5&url=%2FASUS-K513EA-BQ563TS-i5-1135G7-Transparent-International%2Fdp%2FB08W9G8NBD%2Fref%3Dsr_1_39_sspa%3Fdchild%3D1%26keywords%3DLaptop%26qid%3D1621154686%26sr%3D8-39-spons%26psc%3D1%26smid%3DA1S1RV7QA28FUJ&qualifier=1621154686&id=2124033149463731&widgetName=sp_mtf
"Life Digital Laptop 15.6-inch (39.62 cms) (Intel Core i3/4GB RAM/1TB HDD + 256GB SSD/Windows 10), ZED AIR CX3","26,990",https://www.amazon.in/LifeDigital-Laptop-Intel%C2%AE-Storage-Windows/dp/B08HRHFV1Q/ref=sr_1_40?dchild=1&keywords=Laptop&qid=1621154686&sr=8-40
"(Renewed) Dell Latitude Laptop E3380 Intel Core i3 - 6006u Processor 6th Gen, 8 GB Ram & 128 GB SSD, 13.3 Inches Screen (Ultra Slim & Light 1.63KG) Notebook Computer","29,990",https://www.amazon.in/Renewed-Dell-Latitude-Laptop-E3380/dp/B093VWQ259/ref=sr_1_41?dchild=1&keywords=Laptop&qid=1621154686&sr=8-41
"HP 14 10th Gen Intel Core i3 14"" (35.56cms) FHD Laptop (8 GB, 1 TB HDD + 256 GB SSD, Windows 10 Home, MS Office, Natural Silver, 1.51 kg), 14s-cf3028TU","46,900",https://www.amazon.in/HP-35-56cms-Windows-Natural-14s-cf3028TU/dp/B08QSVVC7W/ref=sr_1_42?dchild=1&keywords=Laptop&qid=1621154686&sr=8-42
Lenovo 82C700D4IH V15 ADA Laptop (AMD Athlon Silver 3050U/4GB Ram/ 1TB HDD/ 15.6 inch HD AG/ DOS/Integrated AMD Radeon Graphics/ Iron Grey),"25,400",https://www.amazon.in/Lenovo-82C700D4IH-Laptop-Integrated-Graphics/dp/B08DHT9JSK/ref=sr_1_43?dchild=1&keywords=Laptop&qid=1621154686&sr=8-43
"(Renewed) Dell Latitude Laptop E3380 Intel Core i3 - 6006u Processor 6th Gen, 8 GB Ram & 256 GB SSD, 13.3 Inches Screen (Ultra Slim & Light 1.63KG) Notebook Computer","28,990",https://www.amazon.in/Renewed-Dell-Latitude-Laptop-E3380/dp/B093W227QY/ref=sr_1_44?dchild=1&keywords=Laptop&qid=1621154686&sr=8-44
"Lenovo Ideapad S145 Intel i3 15.6” Thin and Light (4GB/1TB HDD/Win10 + Office Home/Intel UHD Graphics/Platinum Grey/1.85kg), 81VD00EQIN","31,990",https://www.amazon.in/Lenovo-Ideapad-Graphics-Platinum-81VD00EQIN/dp/B08MCD1R86/ref=sr_1_45?dchild=1&keywords=Laptop&qid=1621154686&sr=8-45
"HP 14 4th Gen Ryzen 5 5500U 14-inch(35.6 cm) FHD Laptop with Alexa Built-in(8GB/512GB SSD/Windows 10/MS Office/Natural Silver/1.46Kg), 14s-fq1030AU","51,469",https://www.amazon.in/HP-14-inch-Windows-Natural-14s-fq1030AU/dp/B0928TPR8H/ref=sr_1_46?dchild=1&keywords=Laptop&qid=1621154686&sr=8-46
"ASUS VivoBook 14 (2020) Intel Core i5-1035G1 10th Gen 14-inch (35.56 cms) FHD Thin and Light Laptop (8GB/1TB HDD/Integrated Graphics/Windows 10/MS Office 19/Transparent Silver/1.6 kg), X415JA-EK085TS","44,490",https://www.amazon.in/ASUS-i5-1035G1-Integrated-Transparent-X415JA-EK085TS/dp/B08JMPT24V/ref=sr_1_47?dchild=1&keywords=Laptop&qid=1621154686&sr=8-47
"Acer Swift 5 14"" (35.56 cms) Full HD IPS Display with Touchscreen Ultra Thin and Light Notebook (Intel i5 - 11th Gen/8GB RAM/512GB SSD/Win10/Intel Iris Xe Graphics/1.05 Kg/Mist Green), SF514-55TA","64,990",https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg3_1?ie=UTF8&adId=A0658951JITY2EFN1I2L&url=%2FAcer-Swift-Display-Touchscreen-Notebook%2Fdp%2FB08P6GCH7Y%2Fref%3Dsr_1_48_sspa%3Fdchild%3D1%26keywords%3DLaptop%26qid%3D1621154686%26sr%3D8-48-spons%26psc%3D1&qualifier=1621154686&id=2124033149463731&widgetName=sp_btf
"Dell Inspiron 3505 15.6"" FHD Display Laptop (R5-3450U / 8GB / 1TB + 256Gb SSD / Vega Graphics / Win 10 + MSO / Soft Mint Color) D560432WIN9S","49,990",https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg3_1?ie=UTF8&adId=A06266203MXBA6XE2BW6G&url=%2FDell-Inspiron-R5-3450U-Graphics-D560432WIN9S%2Fdp%2FB0919HGZXG%2Fref%3Dsr_1_49_sspa%3Fdchild%3D1%26keywords%3DLaptop%26qid%3D1621154686%26sr%3D8-49-spons%26psc%3D1&qualifier=1621154686&id=2124033149463731&widgetName=sp_btf
"Acer Swift 5 14"" (35.56cms) Full HD IPS Display with Touchscreen Ultra Thin and Light Notebook (Intel i7 - 11th Gen/16GB RAM/1TB SSD/Win10/Intel Iris Xe Graphics/1.05 Kg/Mist Green), SF514-55TA","91,999",https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg4_1?ie=UTF8&adId=A06264323KEAQSTP524LD&url=%2FDell-Inspiron-3501-15-6-inch-i5-1135G7%2Fdp%2FB08VRGKLTJ%2Fref%3Dsr_1_50_sspa%3Fdchild%3D1%26keywords%3DLaptop%26qid%3D1621154700%26sr%3D8-50-spons%26psc%3D1&qualifier=1621154700&id=6259140283692332&widgetName=sp_atf_next
"Dell Inspiron 3501 15.6-inch FHD Laptop (11th Gen Core i5-1135G7/4GB/1TB + 256GB SSD/Windows 10 + MS Office 2019/Backlit KB), Soft Mint","58,990",https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg4_1?ie=UTF8&adId=A06264323KEAQSTP524LD&url=%2FDell-Inspiron-3501-15-6-inch-i5-1135G7%2Fdp%2FB08VRGKLTJ%2Fref%3Dsr_1_50_sspa%3Fdchild%3D1%26keywords%3DLaptop%26qid%3D1621154700%26sr%3D8-50-spons%26psc%3D1&qualifier=1621154700&id=6259140283692332&widgetName=sp_atf_next
"Lenovo IdeaPad Slim 3 10th Gen Intel Core i3 15.6 inch (39.62 cms) Full HD Thin and Light Laptop (8GB/1TB HDD/Windows 10/Platinum Grey/1.85Kg), 81WE0149IN","34,990",https://www.amazon.in/Lenovo-IdeaPad-Windows-Platinum-81WE0149IN/dp/B08JCXF6VR/ref=sr_1_51?dchild=1&keywords=Laptop&qid=1621154700&sr=8-51
"Lenovo E41-45 (82BF000EIH) Laptop (AMD A6-7350B/ 4GB RAM/ 1TB HDD/ DOS/ 14 Inch Screen), 1 Year Warranty","24,940",https://www.amazon.in/Lenovo-E41-45-82BF000EIH-A6-7350B-Warranty/dp/B08Q7Q3LZZ/ref=sr_1_52?dchild=1&keywords=Laptop&qid=1621154700&sr=8-52
"Lenovo IdeaPad Slim 3 10th Gen Intel Core i3 15.6 inch Full HD Thin and Light Laptop (4GB/1TB HDD/Windows 10/MS Office 2019/Platinum Grey/1.85Kg), 81WE014JIN","34,490",https://www.amazon.in/Lenovo-IdeaPad-Windows-Platinum-81WE014JIN/dp/B08JYL2969/ref=sr_1_49?dchild=1&keywords=Laptop&qid=1621154700&sr=8-49
"(Renewed) HP Elitebook UltraSlim Hybrid Laptop 840G1 Intel Core i5 - 4300U Processor, 8 GB Ram, 320 GB Harddisk & 128 GB SSD, Windows 10 Pro, 14.1 Inches Notebook Computer","35,090",https://www.amazon.in/Renewed-HP-Elitebook-UltraSlim-Hybrid/dp/B094N6VC43/ref=sr_1_50?dchild=1&keywords=Laptop&qid=1621154700&sr=8-50
"HP 15 (2021) Thin & Light Ryzen 3-3250 Laptop, 8 GB RAM, 1TB HDD + 256GB SSD, 15"" (38.1 cms) FHD Screen, Windows 10, MS Office (15s-gr0012AU)","40,990",https://www.amazon.in/HP-3-3250-Laptop-Windows-15s-gr0012AU/dp/B08T6THSMQ/ref=sr_1_51?dchild=1&keywords=Laptop&qid=1621154700&sr=8-51
